X,Y,x,y,latitude,longitude,zone,planeType,dip,dipAzimuth,strike,declination,unitId,timedate
-111.8925183,36.28320314,419847.0572,4015730.021,36.28320314,-111.8925183, 12S, Bedding,15.43895531,32.77426529,302.7742615,10.43695068, Cardenas, Sun Apr 11 14:27:37 2021
-111.8924977,36.28320785,419848.9164,4015730.526,36.28320785,-111.8924977, 12S, Bedding,23.06288528,32.9416008,302.9415894,10.43695068, Cardenas, Sun Apr 11 14:26:53 2021
-111.8924689,36.28326454,419851.5585,4015736.791,36.28326454,-111.8924689, 12S, Bedding,13.73525047,22.83901787,292.8390198,10.43695068, Cardenas, Sun Apr 11 14:18:20 2021
-111.8924744,36.28325616,419851.0595,4015735.866,36.28325616,-111.8924744, 12S, Bedding,16.45630836,27.23325157,297.2332459,10.43695068, Cardenas, Sun Apr 11 14:16:32 2021
-111.8924958,36.28324584,419849.1274,4015734.738,36.28324584,-111.8924958, 12S, Bedding,21.03432655,20.41226959,290.412262,10.43695068, Cardenas, Sun Apr 11 14:16:09 2021
-111.8925427,36.28328303,419844.947,4015738.903,36.28328303,-111.8925427, 12S, Bedding,17.28897285,16.46767616,286.4676819,10.43695068, Cardenas, Sun Apr 11 14:15:26 2021
-111.8925745,36.28330304,419842.113,4015741.148,36.28330304,-111.8925745, 12S, Bedding,18.90023041,17.05842781,287.0584106,10.43695068, Cardenas, Sun Apr 11 14:15:05 2021
-111.8928855,36.28340016,419814.2823,4015752.179,36.28340016,-111.8928855, 12S, Bedding,14.82939148,358.4318237,268.4318237,10.43695068, Cardenas, Sun Apr 11 13:59:06 2021
-111.8928514,36.28342011,419817.3707,4015754.364,36.28342011,-111.8928514, 12S, Bedding,21.48104095,352.7859497,262.7859497,10.43695068, Cardenas, Sun Apr 11 13:57:33 2021
-111.8926098,36.28371026,419839.3614,4015786.348,36.28371026,-111.8926098, 12S, Bedding,22.83008003,38.04730606,308.0473023,10.43695068, Cardenas, Sun Apr 11 13:45:30 2021
-111.8925871,36.28372982,419841.4168,4015788.499,36.28372982,-111.8925871, 12S, Bedding,16.4169445,34.98012543,304.9801331,10.43695068, Cardenas, Sun Apr 11 13:44:27 2021
-111.8925364,36.28373922,419845.985,4015789.5,36.28373922,-111.8925364, 12S, Bedding,13.13516235,33.05232239,303.0523071,10.43695068, Cardenas, Sun Apr 11 13:42:13 2021
-111.892503,36.28379857,419849.0377,4015796.056,36.28379857,-111.892503, 12S, Bedding,23.85655212,356.8313294,266.8313294,10.43695068, Cardenas, Sun Apr 11 13:40:23 2021
-111.8920269,36.28437125,419892.3814,4015859.185,36.28437125,-111.8920269, 12S, Bedding,21.19440842,33.63888168,303.6388855,10.43695068, Nankoweap, Sun Apr 11 12:42:57 2021
-111.8921346,36.28442833,419882.7734,4015865.606,36.28442833,-111.8921346, 12S, Bedding,21.18451691,19.18427277,289.1842651,10.43695068, Nankoweap, Sun Apr 11 12:41:27 2021
-111.8921197,36.28443256,419884.1139,4015866.063,36.28443256,-111.8921197, 12S, Bedding,14.36358547,20.44258881,290.4425964,10.43695068, Nankoweap, Sun Apr 11 12:40:10 2021
-111.8921197,36.28443256,419884.1139,4015866.063,36.28443256,-111.8921197, 12S, Bedding,23.34077644,34.46813965,304.4681397,10.43695068, Nankoweap, Sun Apr 11 12:39:39 2021
-111.8921197,36.28443256,419884.1139,4015866.063,36.28443256,-111.8921197, 12S, Bedding,15.39955235,38.18347549,308.1834717,10.43695068, Nankoweap, Sun Apr 11 12:39:10 2021
-111.8921197,36.28443256,419884.1139,4015866.063,36.28443256,-111.8921197, 12S, Bedding,17.91127205,41.89904404,311.8990479,10.43695068, Nankoweap, Sun Apr 11 12:39:02 2021
-111.8921197,36.28443256,419884.1139,4015866.063,36.28443256,-111.8921197, 12S, Bedding,22.53410912,26.56728554,296.5672913,10.43695068, Nankoweap, Sun Apr 11 12:38:56 2021
-111.8921276,36.28461374,419883.5888,4015886.167,36.28461374,-111.8921276, 12S, Bedding,8.25651073,43.78923798,313.7892456,10.43695068, Nankoweap, Sun Apr 11 12:35:16 2021
