X,Y,x,y,latitude,longitude,zone,planeType,dip,dipAzimuth,strike,declination,unitId,timedate
-111.8491942,36.10734835,423567.1396,3996188.864,36.10734835,-111.8491942, 12S, Bedding,9.40841198,25.56881332,295.5688171,10.43695068, Cardenas, Wed Apr 14 11:31:11 2021
-111.8491942,36.10734835,423567.1396,3996188.864,36.10734835,-111.8491942, 12S, Bedding,9.29493332,15.4545126,285.4545288,10.43695068, Cardenas, Wed Apr 14 11:30:55 2021
-111.8492315,36.10733044,423563.7692,3996186.907,36.10733044,-111.8492315, 12S, Bedding,7.48038673,15.37332344,285.3733215,10.43695068, Cardenas, Wed Apr 14 11:30:30 2021
-111.8492011,36.10732777,423566.5068,3996186.586,36.10732777,-111.8492011, 12S, Bedding,7.51425982,18.14999962,288.1499939,10.43695068, Cardenas, Wed Apr 14 11:30:20 2021
-111.8492714,36.10734139,423560.1906,3996188.152,36.10734139,-111.8492714, 12S, Bedding,9.18174267,32.61531448,302.6153259,10.43695068, Cardenas, Wed Apr 14 11:22:52 2021
-111.8492657,36.10734306,423560.6998,3996188.333,36.10734306,-111.8492657, 12S, Bedding,7.10618448,17.34111023,287.3411255,10.43695068, Cardenas, Wed Apr 14 11:22:28 2021
-111.8492498,36.10735382,423562.1453,3996189.514,36.10735382,-111.8492498, 12S, Bedding,10.26561356,18.19425583,288.1942749,10.43695068, Cardenas, Wed Apr 14 11:21:59 2021
-111.8492718,36.10735033,423560.1598,3996189.144,36.10735033,-111.8492718, 12S, Bedding,8.25124741,30.62392235,300.6239319,10.43695068, Cardenas, Wed Apr 14 11:21:50 2021
-111.8492814,36.10734834,423559.2984,3996188.931,36.10734834,-111.8492814, 12S, Bedding,8.53696156,28.5967865,298.5968018,10.43695068, Cardenas, Wed Apr 14 11:16:57 2021
-111.8492812,36.10737157,423559.3365,3996191.508,36.10737157,-111.8492812, 12S, Bedding,5.67433739,38.22369003,308.2236939,10.43695068, Cardenas, Wed Apr 14 11:16:32 2021
-111.8492412,36.10703599,423562.611,3996154.253,36.10703599,-111.8492412, 12S, Bedding,7.816401,8.0545311,278.0545349,10.43695068, Dox, Wed Apr 14 10:30:24 2021
-111.8492344,36.10701731,423563.2088,3996152.176,36.10701731,-111.8492344, 12S, Bedding,6.53708935,3.77138901,273.7713928,10.43695068, Dox, Wed Apr 14 10:30:07 2021
-111.8492548,36.10697646,423561.3261,3996147.661,36.10697646,-111.8492548, 12S, Bedding,8.57381725,351.0464783,261.0464783,10.43695068, Dox, Wed Apr 14 10:17:38 2021
-111.8492832,36.10702621,423558.8191,3996153.202,36.10702621,-111.8492832, 12S, Bedding,5.91457605,4.4992404,274.4992371,10.43695068, Dox, Wed Apr 14 10:13:55 2021
-111.8492355,36.1070635,423563.1545,3996157.301,36.1070635,-111.8492355, 12S, Bedding,6.15295172,347.9258423,257.9258423,10.43695068, Dox, Wed Apr 14 10:11:27 2021
-111.8492712,36.10700421,423559.884,3996150.752,36.10700421,-111.8492712, 12S, Bedding,7.79495478,336.4366455,246.4366455,10.43695068, Dox, Wed Apr 14 10:10:25 2021
-111.8492071,36.10706642,423565.712,3996157.602,36.10706642,-111.8492071, 12S, Bedding,5.24915457,358.1575623,268.1575623,10.43695068, Dox, Wed Apr 14 10:08:44 2021
-111.8492952,36.10733113,423558.0349,3996187.033,36.10733113,-111.8492952, 12S, Bedding,8.66484356,8.61339283,278.6134033,10.43695068, Dox, Wed Apr 14 10:00:26 2021
-111.8493222,36.10733986,423555.6118,3996188.023,36.10733986,-111.8493222, 12S, Bedding,7.99635506,345.3670349,255.3670349,10.43695068, Dox, Wed Apr 14 09:59:55 2021
-111.8493282,36.10727605,423555.0099,3996180.95,36.10727605,-111.8493282, 12S, Bedding,9.99635315,18.95403099,288.9540405,10.43695068, Dox, Tue Apr 13 20:48:27 2021
-111.8493014,36.10726237,423557.4083,3996179.412,36.10726237,-111.8493014, 12S, Bedding,12.43803024,354.6141663,264.6141663,10.43695068, Dox, Tue Apr 13 20:48:15 2021
-111.8493155,36.1072666,423556.1453,3996179.891,36.1072666,-111.8493155, 12S, Bedding,15.53268719,16.07756233,286.0775757,10.43695068, Dox, Tue Apr 13 20:47:57 2021
-111.8492538,36.10782927,423562.2427,3996242.254,36.10782927,-111.8492538, 12S, Bedding,15.83233547,349.325531,259.325531,10.43695068, Cardenas, Tue Apr 13 20:45:10 2021
-111.8492367,36.10783308,423563.7876,3996242.663,36.10783308,-111.8492367, 12S, Bedding,15.37041664,0.39441103,270.3944092,10.43695068, Cardenas, Tue Apr 13 20:44:55 2021
-111.8492445,36.10783872,423563.09,3996243.295,36.10783872,-111.8492445, 12S, Bedding,16.06981468,338.9648743,248.9648743,10.43695068, Cardenas, Tue Apr 13 20:44:49 2021
-111.848916,36.10843287,423593.2347,3996308.94,36.10843287,-111.848916, 12S, Bedding,8.74228668,32.46081924,302.4608154,10.43695068, Cardenas, Tue Apr 13 20:31:16 2021
-111.8488519,36.10844337,423599.0161,3996310.055,36.10844337,-111.8488519, 12S, Bedding,13.85213947,43.45462799,313.4546204,10.43695068, Cardenas, Tue Apr 13 20:30:22 2021
-111.8488323,36.10844774,423600.7837,3996310.524,36.10844774,-111.8488323, 12S, Bedding,10.89984798,36.65530396,306.655304,10.43695068, Cardenas, Tue Apr 13 20:30:09 2021
-111.8488557,36.10839525,423598.6251,3996304.721,36.10839525,-111.8488557, 12S, Bedding,15.96426487,33.92729187,303.9273071,10.43695068, Cardenas, Tue Apr 13 20:29:31 2021
-111.8488465,36.10794373,423599.0123,3996254.631,36.10794373,-111.8488465, 12S, Bedding,7.48934269,328.1077881,238.1077881,10.43695068, Cardenas, Tue Apr 13 20:19:50 2021
-111.8488862,36.10797869,423595.4811,3996258.539,36.10797869,-111.8488862, 12S, Bedding,5.62804699,340.2835388,250.2835388,10.43695068, Cardenas, Tue Apr 13 20:19:20 2021
-111.8489077,36.10795826,423593.5244,3996256.289,36.10795826,-111.8489077, 12S, Bedding,11.40086174,346.276886,256.276886,10.43695068, Cardenas, Tue Apr 13 20:15:55 2021
-111.8491723,36.10764133,423569.4006,3996221.344,36.10764133,-111.8491723, 12S, Bedding,17.7119503,9.31167412,279.311676,10.43695068, Cardenas, Tue Apr 13 20:12:56 2021
-111.8559198,36.1120068,422966.3367,3996710.89,36.1120068,-111.8559198, 12S, Bedding,7.34850597,10.94571781,280.9457092,10.43695068, Cardenas, Wed Apr 14 19:06:28 2021
-111.8553348,36.11160095,423018.5857,3996665.409,36.11160095,-111.8553348, 12S, Bedding,8.47723675,349.9421997,259.9421997,10.43695068, Cardenas, Wed Apr 14 18:15:53 2021
-111.855372,36.11161607,423015.2599,3996667.116,36.11161607,-111.855372, 12S, Bedding,10.96361637,358.5221252,268.5221252,10.43695068, Cardenas, Wed Apr 14 18:15:28 2021
-111.8553101,36.11160031,423020.8078,3996665.319,36.11160031,-111.8553101, 12S, Bedding,6.71103954,346.4746704,256.4746704,10.43695068, Cardenas, Wed Apr 14 18:14:39 2021
-111.8548379,36.11011846,423061.8677,3996500.577,36.11011846,-111.8548379, 12S, Bedding,7.55432367,311.3143921,221.3143921,10.43695068, Cardenas, Wed Apr 14 16:16:49 2021
-111.8548177,36.11013745,423063.7051,3996502.668,36.11013745,-111.8548177, 12S, Bedding,5.50587845,311.3117065,221.3117065,10.43695068, Cardenas, Wed Apr 14 16:07:39 2021
-111.8548335,36.11014487,423062.2843,3996503.504,36.11014487,-111.8548335, 12S, Bedding,4.37859535,327.2139893,237.2139893,10.43695068, Cardenas, Wed Apr 14 16:06:42 2021
-111.8548885,36.11012696,423057.3195,3996501.56,36.11012696,-111.8548885, 12S, Bedding,5.454072,324.3547363,234.3547363,10.43695068, Cardenas, Wed Apr 14 16:06:12 2021
-111.8530962,36.11007288,423218.5842,3996494.145,36.11007288,-111.8530962, 12S, Bedding,9.53739166,358.2479248,268.2479248,10.43695068, Cardenas, Wed Apr 14 14:33:25 2021
-111.8531298,36.11007485,423215.5581,3996494.39,36.11007485,-111.8531298, 12S, Bedding,8.24075985,345.7697144,255.7697144,10.43695068, Cardenas, Wed Apr 14 14:33:18 2021
-111.8531592,36.11012111,423212.9581,3996499.544,36.11012111,-111.8531592, 12S, Bedding,8.74334812,9.43695068,279.4369507,10.43695068, Cardenas, Wed Apr 14 14:32:54 2021
-111.8531002,36.11008955,423218.2433,3996495.997,36.11008955,-111.8531002, 12S, Bedding,8.37798595,352.1577759,262.1577759,10.43695068, Cardenas, Wed Apr 14 14:32:39 2021
-111.8531801,36.11009475,423211.0573,3996496.637,36.11009475,-111.8531801, 12S, Bedding,9.80736065,18.22458839,288.2245789,10.43695068, Cardenas, Wed Apr 14 14:31:30 2021
-111.8531795,36.11010175,423211.1102,3996497.413,36.11010175,-111.8531795, 12S, Bedding,10.00679111,7.62044096,277.6204224,10.43695068, Cardenas, Wed Apr 14 14:31:22 2021
-111.8532137,36.11009461,423208.0332,3996496.648,36.11009461,-111.8532137, 12S, Bedding,6.65427017,355.2830811,265.2830811,10.43695068, Cardenas, Wed Apr 14 14:31:04 2021
-111.8532414,36.11006276,423205.5013,3996493.137,36.11006276,-111.8532414, 12S, Bedding,12.29447842,357.8565674,267.8565674,10.43695068, Cardenas, Wed Apr 14 14:29:47 2021
-111.8532439,36.11006023,423205.2784,3996492.858,36.11006023,-111.8532439, 12S, Bedding,8.75707531,348.8105774,258.8105774,10.43695068, Cardenas, Wed Apr 14 14:29:42 2021
