localityId,localityNa,dataId,x,y,latitude,longitude,zone,altitude,horiz_prec,vert_preci,planeType,dip,dipAzimuth,strike,declinatio,unitId,timedate,notes,layer,path
7308182eab5ce7988b556c9018741616,Locality 1,efbbd0746c03d22ef7a6406e5160cfd3,510551.678654439980164,3979741.806360249873251,35.962015930000000,-116.882981259999994,11S,3.894377910000000,4.319532120000000,-1.000000000000000,Bedding,53.768615720000000,88.224807740000003,358.224792480000019,11.683135990000000,Crystal Springs,Tue Mar 23 15:04:29 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,382e86f6fa3903508c03311a5b839870,510551.688270339975134,3979743.407855790108442,35.962030370000001,-116.882981130000005,11S,3.864805400000000,4.346011540000000,-1.000000000000000,Bedding,49.784343720000003,87.609626770000006,357.609619140000007,11.683135990000000,Crystal Springs,Tue Mar 23 15:03:36 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,3f08f91dbe75195bef70a081514fe89e,510551.688270339975134,3979743.407855790108442,35.962030370000001,-116.882981130000005,11S,3.864805400000000,4.346011540000000,-1.000000000000000,Bedding,50.282539370000002,75.732116700000006,345.732116700000006,11.683135990000000,Crystal Springs,Tue Mar 23 15:02:34 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,9f4c9add6ceae8d21ec82f2c32d81c86,510551.688270339975134,3979743.407855790108442,35.962030370000001,-116.882981130000005,11S,3.864805400000000,4.346011540000000,-1.000000000000000,Bedding,51.791019439999999,84.461105349999997,354.461120610000023,11.683135990000000,Crystal Springs,Tue Mar 23 15:02:19 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,7680d927935ba38fd4eff5796f1d7378,510551.406277770001907,3979742.974630610086024,35.962026469999998,-116.882984260000001,11S,3.781603950000000,4.418598030000000,-1.000000000000000,Bedding,53.638195039999999,88.522254939999996,358.522247310000012,11.683135990000000,Crystal Springs,Tue Mar 23 15:02:03 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,d6661ce3c5773ab28c260e0f57e4f4e6,510550.621301429986488,3979741.951961829792708,35.962017260000003,-116.882992979999997,11S,3.888828410000000,4.324528950000000,-1.000000000000000,Bedding,53.480087279999999,84.367767330000007,354.367767329999992,11.683135990000000,Crystal Springs,Tue Mar 23 15:01:55 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,58ceca10d25e07f71646f58f6f7f2081,510551.727644480008166,3979742.710021730046719,35.962024079999999,-116.882980700000005,11S,3.698078540000000,4.488736140000000,-1.000000000000000,Bedding,56.312358860000003,79.692871089999997,349.692871089999983,11.683135990000000,Crystal Springs,Tue Mar 23 15:01:46 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,79e6d6f0e5515b38ee76f6d594c00565,510550.720334050012752,3979741.848413229919970,35.962016319999996,-116.882991880000006,11S,3.408441200000000,4.754338560000000,-1.000000000000000,Bedding,61.520977019999997,85.921020510000005,355.921020510000005,11.683135990000000,Crystal Springs,Tue Mar 23 15:01:36 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,1d0d2204d03cd6371eeb1a05188145e2,510550.392952169990167,3979741.606950989924371,35.962014150000002,-116.882995519999994,11S,3.215532130000000,4.973190900000000,-1.000000000000000,Bedding,62.444614410000000,84.454399109999997,354.454406740000024,11.683135990000000,Crystal Springs,Tue Mar 23 15:01:30 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
7308182eab5ce7988b556c9018741616,Locality 1,078866afbedd7d45b3b5abc6e6aebdfe,510550.442497359996196,3979740.868122369982302,35.962007489999998,-116.882994980000007,11S,3.938937270000000,4.278937980000000,-1.000000000000000,Bedding,51.872817990000001,85.227149960000006,355.227142329999992,11.683135990000000,Crystal Springs,Mon Mar 22 16:44:59 2021,,NSH_plane,/Users/yimingzhang/Google Drive/Berkeley/Research/GIS_projects/Jacobsville/GIS/Field_data/NSH_plane.shp|layername=NSH_plane
