pole_name,age,age_high,age_low,age_unit,age_uncertainty,citations,dir_alpha95,dir_polarity,dir_dec,dir_inc,dir_n_specimens,geologic_classes,geologic_types,height,lat,lithologies,location,lon,site,vgp_lat,vgp_lon,pole_name,dir_k,dir_n_samples,dir_tilt_correction,dir_r,vgp_lat_rev,vgp_lon_rev,vgp_dm,vgp_dp,paleolatitude
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,128.1,-38.0,,Extrusive:Igneous,Lava Flow,,48.651106,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.914755,13,-40.75688206238771,347.3043405029407,Osler reverse upper,886.0,3.0,100.0,,40.75688206238771,167.3043405029407,,,-21.337744793105372
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,108.2,-55.8,,Extrusive:Igneous,Lava Flow,,48.648101,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.917061,14,-37.667086884501465,16.752533703416532,Osler reverse upper,121.0,6.0,100.0,,37.667086884501465,196.75253370341653,,,-36.34294562116647
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,118.5,-46.0,,Extrusive:Igneous,Lava Flow,,48.646972,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.90239,15,-38.68951020616635,0.8531754840104213,Osler reverse upper,402.0,6.0,100.0,,38.68951020616635,180.85317548401042,,,-27.373546719434486
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,106.0,-54.2,,Extrusive:Igneous,Lava Flow,,48.639491,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.89768,16,-35.262028285641286,16.544170833990393,Osler reverse upper,125.0,6.0,100.0,,35.262028285641286,196.5441708339904,,,-34.73229647952754
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,93.7,-54.1,,Extrusive:Igneous,Lava Flow,,48.634582,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.887024,17,-27.492071050245087,24.126214854975103,Osler reverse upper,362.0,4.0,100.0,,27.492071050245087,204.1262148549751,,,-34.63372626708277
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,116.0,-53.0,,Extrusive:Igneous,Lava Flow,,48.605248,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.835216,18,-41.01791527273019,8.806201511920165,Osler reverse upper,224.0,4.0,100.0,,41.01791527273019,188.80620151192016,,,-33.56516544222207
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,131.7,-64.9,,Extrusive:Igneous,Lava Flow,,48.607343,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.825585,19,-58.016341875178185,17.30121834505138,Osler reverse upper,871.0,4.0,100.0,,58.016341875178185,197.30121834505138,,,-46.86687467742401
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,119.9,-55.8,,Extrusive:Igneous,Lava Flow,,48.590795,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.807852,20,-45.23871334267593,9.2192684870638,Osler reverse upper,108.0,4.0,100.0,,45.23871334267593,189.2192684870638,,,-36.34294562116647
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,94.3,-65.5,,Extrusive:Igneous,Lava Flow,,48.636336,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.88093,21,-36.02033293397603,35.72871680731316,Osler reverse upper,84.0,5.0,100.0,,36.02033293397603,215.72871680731316,,,-47.652314354639174
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,91.8,-58.2,,Extrusive:Igneous,Lava Flow,,48.643347,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.880385,22,-29.16601038756098,28.879672262393512,Osler reverse upper,94.0,5.0,100.0,,29.16601038756098,208.8796722623935,,,-38.88331022224374
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,114.3,-64.0,,Extrusive:Igneous,Lava Flow,,48.615971,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.842478,23,-46.639949349742196,23.88259964372378,Osler reverse upper,69.0,4.0,100.0,,46.639949349742196,203.88259964372378,,,-45.711563810659094
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,116.8,-40.4,,Extrusive:Igneous,Lava Flow,,48.678789,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.942681,24,-34.61096610718034,358.2474146885205,Osler reverse upper,77.0,3.0,100.0,,34.61096610718034,178.2474146885205,,,-23.051370750341487
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,126.3,-58.7,,Extrusive:Igneous,Lava Flow,,48.692757,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.951564,25,-51.165298289098914,8.893404788526936,Osler reverse upper,166.0,3.0,100.0,,51.165298289098914,188.89340478852694,,,-39.43235905792934
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,112.0,-75.1,,Extrusive:Igneous,Lava Flow,,48.711501,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.93353,26,-51.20958127277013,47.88415865999616,Osler reverse upper,3634.0,3.0,100.0,,51.20958127277013,227.88415865999616,,,-61.979929156268234
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,118.6,-70.3,,Extrusive:Igneous,Lava Flow,,48.674874,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.903443,27,-52.61782467623888,34.556099791337545,Osler reverse upper,729.0,3.0,100.0,,52.61782467623888,214.55609979133754,,,-54.39340971507943
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,132.6,-54.1,,Extrusive:Igneous,Lava Flow,,48.677416,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.898722,28,-52.61367223730395,357.8382459172962,Osler reverse upper,1039.0,3.0,100.0,,52.61367223730395,177.8382459172962,,,-34.63372626708277
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,129.1,-54.5,,Extrusive:Igneous,Lava Flow,,48.679736,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.897319,29,-50.54048275648291,1.0980435193890798,Osler reverse upper,1149.0,3.0,100.0,,50.54048275648291,181.09804351938908,,,-35.02946247065663
Osler reverse upper,1105.15,1105.48,1104.82,Ma,gaussian,"Halls, 1974",,r,80.5,-80.4,,Extrusive:Igneous,Lava Flow,,48.593955,Basalt,"Osler Volcanics, Nipigon Strait, Lower Reversed",271.782033,30,-42.493933036855985,66.40199531228785,Osler reverse upper,267.0,5.0,100.0,,42.493933036855985,246.40199531228785,,,-71.31062356376913
Osler normal,1095.0,1100.0,1080.0,Ma,uniform,"Halls, 1974:Swanson-Hysell et al., 2019",13.147086814610779,n,296.8918978948748,38.913265509622455,3,Extrusive:Igneous,Lava Flow,,48.626429,Basalt,"Osler Volcanics, Nipigon Strait, Upper Normal",271.894142,flow 1,33.92508304855234,177.23863266922763,Osler normal,88.98035713458447,3,100,2.9775231290994375,-33.92508304855234,357.2386326692276,,,21.98098902727887
Osler normal,1095.0,1100.0,1080.0,Ma,uniform,"Halls, 1974:Swanson-Hysell et al., 2019",23.812888550063164,n,288.31294866111574,36.975063140547874,2,Extrusive:Igneous,Lava Flow,,48.637185,Basalt,"Osler Volcanics, Nipigon Strait, Upper Normal",271.913846,flow 2,27.305824602240794,182.6943519257453,Osler normal,112.09254896091723,2,100,1.9910788004263453,-27.305824602240794,2.694351925745309,,,20.628141682861116
Osler normal,1095.0,1100.0,1080.0,Ma,uniform,"Halls, 1974:Swanson-Hysell et al., 2019",3.8,n,303.4,25.2,8,Extrusive:Igneous,Lava Flow,,48.7,Basalt,Puff Island,-88.0,Puf1,31.716851340243135,164.80994302343402,Osler normal,219,8,100,7.968,-31.716851340243135,344.809943023434,4.1,2.2,13.239869678709619
Osler normal,1095.0,1100.0,1080.0,Ma,uniform,"Halls, 1974:Swanson-Hysell et al., 2019",3.5,n,296.9,24.7,7,Extrusive:Igneous,Lava Flow,,48.7,Basalt,Puff Island,-88.0,Puf2,27.34759330101233,170.08872284625446,Osler normal,293,7,100,6.9795,-27.34759330101233,350.0887228462544,3.8,2.0,12.951366268980546
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",9.2,r,131.6,-63.2,,Extrusive:Igneous,Lava Flow,68.0,47.0988,Basalt,Mamainse Point,275.2877,MP101(0.0 to 15.5),-56.77593343649514,19.361423614126977,Mamainse lower R1,54.0,6,100,,56.77593343649514,199.36142361412698,,,-44.70721533787872
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",13.7,r,146.0,-77.2,,Extrusive:Igneous,Lava Flow,84.0,47.0987,Basalt,Mamainse Point,275.2876,MP101(15.5 to 16.8),-64.20722655005088,63.17069409024833,Mamainse lower R1,54.0,3,100,,64.20722655005088,243.17069409024833,,,-65.5634819270684
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",7.4,r,120.3,-77.5,,Extrusive:Igneous,Lava Flow,85.0,47.0986,Basalt,Mamainse Point,275.2876,MP101(16.8 to 18.7),-53.98519758256108,58.76211462770095,Mamainse lower R1,88.0,5,100,,53.98519758256108,238.76211462770095,,,-66.08801288993256
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",8.4,r,141.5,-66.4,,Extrusive:Igneous,Lava Flow,89.0,47.0986,Basalt,Mamainse Point,275.2875,MP101(20.7 to 21.3),-64.44316737993825,23.580586740318836,Mamainse lower R1,121.0,4,100,,64.44316737993825,203.58058674031884,,,-48.853736886033644
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",4.5,r,126.6,-72.7,,Extrusive:Igneous,Lava Flow,89.0,47.0986,Basalt,Mamainse Point,275.2874,MP101(21.3 to 21.9),-56.75752833539857,44.54255717835582,Mamainse lower R1,189.0,6,100,,56.75752833539857,224.54255717835582,,,-58.07995708533275
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",9.6,r,122.6,-72.9,,Extrusive:Igneous,Lava Flow,90.0,47.0986,Basalt,Mamainse Point,275.2874,MP101(22.3 to 24.2),-54.69494459231776,45.479334838888974,Mamainse lower R1,93.0,4,100,,54.69494459231776,225.47933483888897,,,-58.3968314479504
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",7.4,r,108.9,-67.1,,Extrusive:Igneous,Lava Flow,94.0,47.0985,Basalt,Mamainse Point,275.2874,MP101(26.1 to 27.2),-44.576965106921016,36.28854042892203,Mamainse lower R1,87.0,5,100,,44.576965106921016,216.28854042892203,,,-49.80777040236476
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",2.3,r,128.9,-72.4,,Extrusive:Igneous,Lava Flow,99.0,47.0985,Basalt,Mamainse Point,275.2874,MP101(30.8 to 31.9),-57.94623849936809,43.51315269343365,Mamainse lower R1,1895.0,3,100,,57.94623849936809,223.51315269343365,,,-57.60743149758468
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",5.5,r,138.7,-70.7,,Extrusive:Igneous,Lava Flow,100.0,47.0984,Basalt,Mamainse Point,275.2873,MP101(31.9 to 36.7),-63.30170535226815,37.8588531046596,Mamainse lower R1,337.0,3,100,,63.30170535226815,217.8588531046596,,,-54.99298416235213
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",6.6,r,125.8,-67.2,,Extrusive:Igneous,Lava Flow,105.0,47.0984,Basalt,Mamainse Point,275.2873,MP101(36.7 to 37.4),-54.780517319288315,30.461654453914605,Mamainse lower R1,105.0,6,100,,54.780517319288315,210.4616544539146,,,-49.94547571428916
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",5.0,r,117.0,-63.7,,Extrusive:Igneous,Lava Flow,105.0,47.0984,Basalt,Mamainse Point,275.2872,MP101(37.4 to 40.7),-47.58078519208786,27.073430115598683,Mamainse lower R1,189.0,5,100,,47.58078519208786,207.07343011559868,,,-45.332466119557715
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",2.6,r,122.0,-64.6,,Extrusive:Igneous,Lava Flow,109.0,47.0983,Basalt,Mamainse Point,275.2872,MP101(40.7 to 42.4),-51.22206709090556,26.469945697483126,Mamainse lower R1,1205.0,4,100,,51.22206709090556,206.46994569748313,,,-46.47874600928713
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",3.3,r,78.6,-75.0,,Extrusive:Igneous,Lava Flow,222.0,47.0967,Basalt,Mamainse Point,275.2853,MP18(daisy stone),-35.59695816527027,60.574206888744186,Mamainse lower R1,419.0,6,100,,35.59695816527027,240.5742068887442,,,-61.81321456798648
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",6.9,r,120.3,-67.1,,Extrusive:Igneous,Lava Flow,370.0,47.0946,Basalt,Mamainse Point,275.2837,MP105(0.0 to 6.9),-51.36993155207914,32.09107391277439,Mamainse lower R1,179.0,4,100,,51.36993155207914,212.0910739127744,,,-49.80777040236476
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",5.9,r,118.5,-73.5,,Extrusive:Igneous,Lava Flow,377.0,47.0945,Basalt,Mamainse Point,275.2837,MP105(6.9 to 10.8),-52.72735850176959,47.58320553541279,Mamainse lower R1,108.0,6,100,,52.72735850176959,227.5832055354128,,,-59.35635488340527
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",1.8,r,94.7,-84.7,,Extrusive:Igneous,Lava Flow,390.0,47.0945,Basalt,Mamainse Point,275.2837,MP105(20.2 to 27.3),-46.91682841131363,79.84739598954934,Mamainse lower R1,1343.0,6,100,,46.91682841131363,259.84739598954934,,,-79.48917960704078
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",4.7,r,119.6,-80.1,,Extrusive:Igneous,Lava Flow,397.0,47.0943,Basalt,Mamainse Point,275.2834,MP105(27.3 to 29.6),-53.35767803690561,66.58979627211727,Mamainse lower R1,384.0,4,100,,53.35767803690561,246.58979627211727,,,-70.75815880022076
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",3.3,r,86.9,-77.7,,Extrusive:Igneous,Lava Flow,400.0,47.0942,Basalt,Mamainse Point,275.2834,MP105(30.3 to 32.5),-41.04845811551518,63.328822413889725,Mamainse lower R1,594.0,4,100,,41.04845811551518,243.32882241388972,,,-66.43940325617628
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",5.8,r,63.2,-76.5,,Extrusive:Igneous,Lava Flow,402.0,47.0941,Basalt,Mamainse Point,275.2833,MP105(32.5 to 35.1),-31.83236648124947,68.23449921035103,Mamainse lower R1,134.0,6,100,,31.83236648124947,248.23449921035103,,,-64.35165951122455
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",6.5,r,99.6,-70.9,,Extrusive:Igneous,Lava Flow,584.0,47.0912,Basalt,Mamainse Point,275.2813,MP107(0.0 to 3.8),-41.81891370172513,46.40695397035472,Mamainse lower R1,109.0,6,100,,41.81891370172513,226.40695397035472,,,-55.29499414315469
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",2.7,r,92.9,-69.9,,Extrusive:Igneous,Lava Flow,587.0,47.0911,Basalt,Mamainse Point,275.2813,MP107(3.8 to 10.2),-37.69004867225455,47.08830523219643,Mamainse lower R1,814.0,5,100,,37.69004867225455,227.08830523219643,,,-53.79974983705661
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",6.3,r,85.2,-71.0,,Extrusive:Igneous,Lava Flow,593.0,47.0911,Basalt,Mamainse Point,275.2812,MP107(10.2 to 11.3),-34.81447629185845,51.77706100244774,Mamainse lower R1,120.0,5,100,,34.81447629185845,231.77706100244774,,,-55.446555520065694
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",5.8,r,91.6,-63.5,,Extrusive:Igneous,Lava Flow,595.0,47.091,Basalt,Mamainse Point,275.2812,MP107(11.3 to 14.6),-32.14532780838656,38.80887158212579,Mamainse lower R1,135.0,6,100,,32.14532780838656,218.8088715821258,,,-45.08138325092736
Mamainse lower R1,1109.0,1112.0,1106.0,Ma,uniform,"Swanson-Hysell et al., 2014",8.6,r,88.0,-68.7,,Extrusive:Igneous,Lava Flow,598.0,47.0909,Basalt,Mamainse Point,275.2811,MP107(14.6 to 20.0),-34.26218232712346,47.244180991516146,Mamainse lower R1,80.0,5,100,,34.26218232712346,227.24418099151615,,,-52.05405536634202
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",8.4,r,105.8,-46.5,,Extrusive:Igneous,Lava Flow,1080.0,47.0854,Basalt,Mamainse Point,275.2746,MP43(0.0 to 2.8),-30.35875342827705,14.678049606051616,Mamainse lower R2,216.0,3,100,,30.35875342827705,194.67804960605162,,,-27.784300527875722
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",8.9,r,106.7,-53.5,,Extrusive:Igneous,Lava Flow,1083.0,47.0853,Basalt,Mamainse Point,275.2741,MP43(2.8 to 7.1),-34.90104662911588,19.882498016163822,Mamainse lower R2,108.0,4,100,,34.90104662911588,199.88249801616382,,,-34.047335499236084
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",12.7,r,115.9,-60.2,,Extrusive:Igneous,Lava Flow,1096.0,47.0852,Basalt,Mamainse Point,275.274,MP43(16.7 to 25.4),-44.88669858902104,22.24757211307781,Mamainse lower R2,53.0,4,100,,44.88669858902104,202.2475721130778,,,-41.12255958850361
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",8.7,r,109.1,-53.4,,Extrusive:Igneous,Lava Flow,1105.0,47.0852,Basalt,Mamainse Point,275.2741,MP43(25.4 to 33.4),-36.42936110894426,18.30983397272115,Mamainse lower R2,203.0,3,100,,36.42936110894426,198.30983397272115,,,-33.95043373534102
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",8.3,r,104.5,-59.6,,Extrusive:Igneous,Lava Flow,1113.0,47.0851,Basalt,Mamainse Point,275.274,MP43(33.4 to 43.6),-37.21403354797016,27.566734888068197,Mamainse lower R2,87.0,5,100,,37.21403354797016,207.5667348880682,,,-40.438610822901786
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",6.8,r,107.1,-70.6,,Extrusive:Igneous,Lava Flow,1182.0,47.0843,Basalt,Mamainse Point,275.2728,MP121(10.6 to 14.4),-45.565016508319374,43.44737894676598,Mamainse lower R2,182.0,4,100,,45.565016508319374,223.44737894676598,,,-54.84253518251763
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",4.5,r,101.1,-61.9,,Extrusive:Igneous,Lava Flow,1194.0,47.0838,Basalt,Mamainse Point,275.2723,MP121(23.3 to24.4),-36.60290984987736,32.1165795159381,Mamainse lower R2,422.0,4,100,,36.60290984987736,212.1165795159381,,,-43.11934017627434
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",9.2,r,110.3,-62.6,,Extrusive:Igneous,Lava Flow,1199.0,47.0836,Basalt,Mamainse Point,275.2722,MP121(27.6 to 31.3),-42.723643175229576,28.51175841115537,Mamainse lower R2,101.0,4,100,,42.723643175229576,208.51175841115537,,,-43.96763700466287
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",2.4,r,112.6,-69.8,,Extrusive:Igneous,Lava Flow,1205.0,47.0835,Basalt,Mamainse Point,275.272,MP121(46.6 to 49.4),-48.15485497150838,40.16704803020349,Mamainse lower R2,1512.0,4,100,,48.15485497150838,220.1670480302035,,,-53.65225692686493
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",3.3,r,105.4,-58.6,,Extrusive:Igneous,Lava Flow,1289.0,47.0838,Basalt,Mamainse Point,275.2699,MP214(-0.1 to 1.5),-37.15400826852421,25.917259555341957,Mamainse lower R2,336.0,6,100,,37.15400826852421,205.91725955534196,,,-39.321985306145734
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",5.4,r,104.0,-49.3,,Extrusive:Igneous,Lava Flow,1290.0,47.0836,Basalt,Mamainse Point,275.2699,MP214(1.5 to 5.4),-30.694966112516305,17.96938152811856,Mamainse lower R2,513.0,3,100,,30.694966112516305,197.96938152811856,,,-30.169592276763094
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",7.6,r,111.4,-58.3,,Extrusive:Igneous,Lava Flow,1294.0,47.0837,Basalt,Mamainse Point,275.2699,MP214(5.4 to 6.6),-40.83740652752333,22.235544079538556,Mamainse lower R2,82.0,5,100,,40.83740652752333,202.23554407953856,,,-38.99255789455548
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",8.5,r,99.7,-53.9,,Extrusive:Igneous,Lava Flow,1297.0,47.0837,Basalt,Mamainse Point,275.2699,MP214(6.6 to 8.8),-30.581870026708213,24.48245495921367,Mamainse lower R2,118.0,4,100,,30.581870026708213,204.48245495921367,,,-34.43730808915183
Mamainse lower R2,1105.0,1109.0,1100.4,Ma,uniform,"Swanson-Hysell et al., 2014",16.4,r,97.3,-48.3,,Extrusive:Igneous,Lava Flow,1301.0,47.0836,Basalt,Mamainse Point,275.2698,MP214(11.0 to 13.1),-25.712641693993856,21.517854063477614,Mamainse lower R2,32.0,4,100,,25.712641693993856,201.5178540634776,,,-29.30060435624402
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",5.2,n,287.7,53.6,,Extrusive:Igneous,Lava Flow,1351.0,47.0835,Basalt,Mamainse Point,275.2691,MP214(60.3 to 67.9),35.61899283287348,199.36044602581848,Mamainse lower normal,218.0,5,100,,-35.61899283287348,19.360446025818476,,,34.144472921454756
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",6.1,n,283.7,44.5,,Extrusive:Igneous,Lava Flow,1364.0,47.0834,Basalt,Mamainse Point,275.2687,MP214(73.4 to 79.1),27.88512688578253,194.68530149793656,Mamainse lower normal,129.0,5,100,,-27.88512688578253,14.685301497936564,,,26.16713101214257
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",6.7,n,271.8,42.7,,Extrusive:Igneous,Lava Flow,1370.0,47.0837,Basalt,Mamainse Point,275.2683,MP214(79.1 to 90.0),19.040398904000423,201.50976513526788,Mamainse lower normal,131.0,5,100,,-19.040398904000423,21.509765135267884,,,24.76797280837607
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",5.5,n,283.5,39.4,,Extrusive:Igneous,Lava Flow,1384.0,47.0782,Basalt,Mamainse Point,275.2667,MP46(0.0 to 7.0),25.167087695281204,191.6476492693182,Mamainse lower normal,103.0,8,100,,-25.167087695281204,11.647649269318208,,,22.328183010556224
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",16.2,n,282.8,36.3,,Extrusive:Igneous,Lava Flow,1387.0,47.078,Basalt,Mamainse Point,275.2666,MP46(7.0 to 8.0),23.20931915468114,190.41656747462605,Mamainse lower normal,59.0,3,100,,-23.20931915468114,10.41656747462605,,,20.16760291118242
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",7.7,n,294.5,42.6,,Extrusive:Igneous,Lava Flow,1419.0,47.0831,Basalt,Mamainse Point,275.2673,MP214(130.5 to 151.5),34.227967785764996,185.85785882913564,Mamainse lower normal,64.0,6,100,,-34.227967785764996,5.857858829135637,,,24.69172152971704
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",2.4,n,300.5,39.6,,Extrusive:Igneous,Lava Flow,1447.0,47.083,Basalt,Mamainse Point,275.2668,MP214(157.0 to 165.0),36.81842659727564,179.3016807361364,Mamainse lower normal,478.0,8,100,,-36.81842659727564,359.3016807361364,,,22.471747219894002
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",6.4,n,301.3,51.2,,Extrusive:Igneous,Lava Flow,1764.0,47.0727,Basalt,Mamainse Point,275.2605,MP50(0.9 to 12.1),43.404460689714234,188.15070210161008,Mamainse lower normal,89.0,4,100,,-43.404460689714234,8.15070210161008,,,31.876430451869254
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",8.3,n,286.1,56.9,,Extrusive:Igneous,Lava Flow,1775.0,47.0727,Basalt,Mamainse Point,275.2604,MP50(12.1 to 15.1),36.547652469852075,203.64514490659093,Mamainse lower normal,86.0,5,100,,-36.547652469852075,23.64514490659093,,,37.48815026031718
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",11.7,n,310.9,34.8,,Extrusive:Igneous,Lava Flow,1776.0,47.0745,Basalt,Mamainse Point,275.2604,MP49(0.0 to 1.7),41.419067378444474,167.45494471694713,Mamainse lower normal,113.0,3,100,,-41.419067378444474,347.4549447169471,,,19.162802152830434
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",3.1,n,307.7,36.2,,Extrusive:Igneous,Lava Flow,1778.0,47.0745,Basalt,Mamainse Point,275.2604,MP49(1.7 to 5.6),39.997361400836695,171.17283878566093,Mamainse lower normal,599.0,5,100,,-39.997361400836695,351.17283878566093,,,20.09983060177581
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",11.6,n,321.4,58.4,,Extrusive:Igneous,Lava Flow,1782.0,47.072,Basalt,Mamainse Point,275.2608,MP111(0.0 to 5.3),61.02928032419385,183.5440974074104,Mamainse lower normal,45.0,6,100,,-61.02928032419385,3.5440974074103906,,,39.10208566937349
Mamainse lower normal,1100.36,1100.61,1100.11,Ma,gaussian,"Swanson-Hysell et al., 2014",11.9,n,301.3,54.8,,Extrusive:Igneous,Lava Flow,1788.0,47.072,Basalt,Mamainse Point,275.2605,MP111(5.3 to 18.2),45.40503210956619,192.09092039456453,Mamainse lower normal,33.0,6,100,,-45.40503210956619,12.090920394564534,,,35.32883057376808
