tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
CS10-1b		CS10-1																	This study	LP-NOMAG				Death Valley	CS10
CS10-1b	CS10-1b_LP-DIR-T	CS10-1		lt	82.8	0.7	1	4	100	10.7	2.1	523	273	K		hargrave 2023-03-17 18:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Death Valley	CS10
CS10-1b	CS10-1b_LP-DIR-T	CS10-1		lt	20.4	70.6	1	4	0	10.7	2.1	523	273	K		hargrave 2023-03-17 18:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Death Valley	CS10
CS10-1b	CS10-1b_LP-DIR-T	CS10-1		lt	160.3	10.5	1	4	-1	10.7	2.1	523	273	K		hargrave 2023-03-17 18:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Death Valley	CS10
CS10-2b	CS10-2b_LP-DIR-T	CS10-2		lt	92.1	8.3	1	6	100	9.2	4.2	648	273	K		hargrave 2023-03-21 17:56:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Death Valley	CS10
CS10-2b	CS10-2b_LP-DIR-T	CS10-2		lt	170.2	16.3	1	6	-1	9.2	4.2	648	273	K		hargrave 2023-03-21 17:56:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Death Valley	CS10
CS10-2b	CS10-2b_LP-DIR-T	CS10-2		lt	346.6	79.1	1	6	0	9.2	4.2	648	273	K		hargrave 2023-03-21 17:56:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Death Valley	CS10
CS10-2b		CS10-2																	This study	LP-NOMAG				Death Valley	CS10
CS10-3b		CS10-3																	This study	LP-NOMAG				Death Valley	CS10
CS10-3b	CS10-3b_LP-DIR-T	CS10-3		lt	159.0	28.8	1	4	-1	1.5	3.5	523	273	K		hargrave 2023-03-17 18:48:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Death Valley	CS10
CS10-3b	CS10-3b_LP-DIR-T	CS10-3		lt	334.9	64.2	1	4	0	1.5	3.5	523	273	K		hargrave 2023-03-17 18:48:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Death Valley	CS10
CS10-3b	CS10-3b_LP-DIR-T	CS10-3		lt	80.5	18.6	1	4	100	1.5	3.5	523	273	K		hargrave 2023-03-17 18:48:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Death Valley	CS10
CS10-4b		CS10-4																	This study	LP-NOMAG				Death Valley	CS10
CS10-4b	CS10-4b_LP-DIR-T	CS10-4		lt	147.6	25.7	1	4	-1	16.9	7.5	523	273	K		hargrave 2023-03-21 21:05:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Death Valley	CS10
CS10-4b	CS10-4b_LP-DIR-T	CS10-4		lt	328.1	50.2	1	4	0	16.9	7.5	523	273	K		hargrave 2023-03-21 21:05:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Death Valley	CS10
CS10-4b	CS10-4b_LP-DIR-T	CS10-4		lt	70.0	29.5	1	4	100	16.9	7.5	523	273	K		hargrave 2023-03-21 21:05:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Death Valley	CS10
CS10-5b		CS10-5																	This study	LP-NOMAG				Death Valley	CS10
