tab	sites
site	location	samples	specimens	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
CB13	Grand Canyon	CB13-2:CB13-3:CB13-4:CB13-5:CB13-6:CB13-7	CB13-2a:CB13-3a:CB13-4a:CB13-5a:CB13-6a:CB13-7a	    7.0 	lt	  351.1 	   49.9 	    92 	6	6 	6 	0 	n	5.9454 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    9.3 	    6.2 	   80.8 	  124.7 
CB13	Grand Canyon	CB13-1:CB13-2:CB13-3:CB13-4:CB13-5:CB13-6:CB13-7	CB13-1a:CB13-2a:CB13-3a:CB13-4a:CB13-5a:CB13-6a:CB13-7a	    5.7 	mt	  267.8 	    7.0 	   114 	7	7 	7 	0 	t	6.9475 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    5.7 	    2.9 	    0.3 	  162.3 
CB14	Grand Canyon	CB14-2:CB14-3:CB14-4:CB14-5:CB14-6:CB14-7:CB14-8	CB14-2a:CB14-3a:CB14-4a:CB14-5a:CB14-6a:CB14-7a:CB14-8a	   18.6 	lt	  359.6 	   48.5 	    11 	7	7 	7 	0 	n	6.4769 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   24.4 	   16.1 	   83.4 	   71.2 
CB14	Grand Canyon	CB14-2:CB14-3:CB14-4:CB14-5:CB14-6:CB14-7:CB14-8	CB14-2a:CB14-3a:CB14-4a:CB14-5a:CB14-6a:CB14-7a:CB14-8a	    2.9 	mt	  247.6 	   48.2 	   433 	7	7 	7 	0 	t	6.9862 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    3.8 	    2.5 	    1.1 	  194.4 
CB14	Grand Canyon	CB14-2:CB14-3:CB14-4:CB14-5:CB14-6:CB14-7:CB14-8	CB14-2a:CB14-3a:CB14-4a:CB14-5a:CB14-6a:CB14-7a:CB14-8a	   18.6 	lt	    0.4 	   38.1 	    11 	7	7 	7 	0 	n	6.4767 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   22.0 	   13.0 	   75.3 	   66.7 
CB14	Grand Canyon	CB14-2:CB14-3:CB14-4:CB14-5:CB14-6:CB14-7:CB14-8	CB14-2a:CB14-3a:CB14-4a:CB14-5a:CB14-6a:CB14-7a:CB14-8a	    2.9 	mt	  259.3 	   52.0 	   435 	7	7 	7 	0 	t	6.9862 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    4.0 	    2.7 	   11.0 	  190.7 
CB15	Grand Canyon	CB15-1:CB15-2:CB15-3:CB15-4:CB15-5:CB15-6	CB15-1a:CB15-2a:CB15-3a:CB15-4a:CB15-5a:CB15-6a	    9.1 	lt	    7.9 	   57.6 	    55 	6	6 	6 	0 	n	5.9090 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   13.3 	    9.8 	   83.4 	  317.1 
CB15	Grand Canyon	CB15-1:CB15-2:CB15-3:CB15-4:CB15-5:CB15-6	CB15-1a:CB15-2a:CB15-3a:CB15-4a:CB15-5a:CB15-6a	    7.4 	mt	  253.2 	   42.5 	    83 	6	6 	6 	0 	t	5.9397 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    9.1 	    5.6 	    1.9 	  187.6 
CB15	Grand Canyon	CB15-1:CB15-2:CB15-3:CB15-4:CB15-5:CB15-6	CB15-1a:CB15-2a:CB15-3a:CB15-4a:CB15-5a:CB15-6a	    9.1 	lt	    7.3 	   47.2 	    55 	6	6 	6 	0 	n	5.9085 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   11.8 	    7.6 	   80.1 	   27.6 
CB15	Grand Canyon	CB15-1:CB15-2:CB15-3:CB15-4:CB15-5:CB15-6	CB15-1a:CB15-2a:CB15-3a:CB15-4a:CB15-5a:CB15-6a	    7.4 	mt	  262.9 	   45.5 	    83 	6	6 	6 	0 	t	5.9396 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    9.4 	    6.0 	   10.3 	  184.2 
CB16	Grand Canyon	CB16-1:CB16-3:CB16-4:CB16-5:CB16-6:CB16-7:CB16-8	CB16-1a:CB16-3a:CB16-4a:CB16-5a:CB16-6a:CB16-7a:CB16-8a	    4.8 	lt	    8.7 	   55.3 	   156 	7	7 	7 	0 	n	6.9617 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    6.8 	    4.9 	   83.0 	  337.8 
CB16	Grand Canyon	CB16-1:CB16-3:CB16-4:CB16-5:CB16-6:CB16-7:CB16-8	CB16-1a:CB16-3a:CB16-4a:CB16-5a:CB16-6a:CB16-7a:CB16-8a	    7.9 	mt	  262.0 	   19.9 	    59 	7	7 	7 	0 	t	6.8982 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    8.3 	    4.3 	   -0.3 	  171.2 
CB16	Grand Canyon	CB16-1:CB16-3:CB16-4:CB16-5:CB16-6:CB16-7:CB16-8	CB16-1a:CB16-3a:CB16-4a:CB16-5a:CB16-6a:CB16-7a:CB16-8a	    4.8 	lt	    8.0 	   44.9 	   157 	7	7 	7 	0 	n	6.9617 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    6.1 	    3.8 	   78.2 	   30.6 
CB16	Grand Canyon	CB16-1:CB16-3:CB16-4:CB16-5:CB16-6:CB16-7:CB16-8	CB16-1a:CB16-3a:CB16-4a:CB16-5a:CB16-6a:CB16-7a:CB16-8a	    7.9 	mt	  266.0 	   21.9 	    59 	7	7 	7 	0 	t	6.8982 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    8.3 	    4.4 	    3.5 	  169.7 
CB17	Grand Canyon	CB17-1:CB17-2:CB17-3:CB17-4:CB17-5:CB17-6:CB17-7:CB17-8	CB17-1a:CB17-2a:CB17-3a:CB17-4a:CB17-5a:CB17-6a:CB17-7a:CB17-8a	    7.6 	lt	  356.4 	   64.9 	    54 	8	8 	8 	0 	n	7.8702 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   12.2 	    9.9 	   78.9 	  235.3 
CB17	Grand Canyon	CB17-1:CB17-2:CB17-3:CB17-4:CB17-5:CB17-6:CB17-7:CB17-8	CB17-1a:CB17-2a:CB17-3a:CB17-4a:CB17-5a:CB17-6a:CB17-7a:CB17-8a	    3.8 	mt	  252.3 	   45.5 	   216 	8	8 	8 	0 	t	7.9676 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    4.8 	    3.1 	    2.8 	  190.0 
CB17	Grand Canyon	CB17-1:CB17-2:CB17-3:CB17-4:CB17-5:CB17-6:CB17-7:CB17-8	CB17-1a:CB17-2a:CB17-3a:CB17-4a:CB17-5a:CB17-6a:CB17-7a:CB17-8a	    7.6 	lt	  358.7 	   54.6 	    54 	8	8 	8 	0 	n	7.8702 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   10.7 	    7.6 	   88.6 	  116.0 
CB17	Grand Canyon	CB17-1:CB17-2:CB17-3:CB17-4:CB17-5:CB17-6:CB17-7:CB17-8	CB17-1a:CB17-2a:CB17-3a:CB17-4a:CB17-5a:CB17-6a:CB17-7a:CB17-8a	    3.8 	mt	  263.0 	   48.6 	   214 	8	8 	8 	0 	t	7.9674 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    5.0 	    3.3 	   11.8 	  186.3 
CB18	Grand Canyon	CB18-1:CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18-1a:CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	    3.8 	ht	  261.3 	   40.8 	   254 	7	7 	7 	0 	t	6.9764 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    4.6 	    2.8 	    7.0 	  182.1 
CB18	Grand Canyon	CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	    5.3 	lt	   13.6 	   62.1 	   158 	6	6 	6 	0 	n	5.9684 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    8.2 	    6.4 	   77.3 	  299.2 
CB18	Grand Canyon	CB18-1:CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18-1a:CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	    6.3 	mt	  272.0 	   52.7 	    91 	7	7 	7 	0 	t	6.9344 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    8.7 	    6.0 	   20.3 	  185.2 
CB18	Grand Canyon	CB18-1:CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18-1a:CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	    3.8 	ht	  270.5 	   42.5 	   257 	7	7 	7 	0 	t	6.9766 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    4.7 	    2.9 	   14.6 	  178.3 
CB18	Grand Canyon	CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	    5.3 	lt	   11.4 	   51.7 	   160 	6	6 	6 	0 	n	5.9687 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    7.2 	    4.9 	   79.9 	  356.7 
CB18	Grand Canyon	CB18-1:CB18-2:CB18-4:CB18-5:CB18-6:CB18-7:CB18-8	CB18-1a:CB18-2a:CB18-4a:CB18-5a:CB18-6a:CB18-7a:CB18-8a	    6.3 	mt	  285.5 	   52.0 	    91 	7	7 	7 	0 	t	6.9344 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    8.6 	    5.9 	   30.0 	  178.7 
CB2	Grand Canyon	CB2-1:CB2-2:CB2-3:CB2-4:CB2-5:CB2-6:CB2-7:CB2-8	CB2-1a:CB2-2a:CB2-3a:CB2-4a:CB2-5a:CB2-6a:CB2-7a:CB2-8a	    3.1 	mt	  230.3 	   65.7 	   327 	8	8 	8 	0 	t	7.9786 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    5.0 	    4.1 	    5.2 	  217.0 
CB2	Grand Canyon	CB2-1:CB2-2:CB2-3:CB2-4:CB2-5:CB2-6:CB2-7:CB2-8	CB2-1a:CB2-2a:CB2-3a:CB2-4a:CB2-5a:CB2-6a:CB2-7a:CB2-8a	    3.1 	mt	  282.2 	   78.4 	   327 	8	8 	8 	0 	n	7.9786 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    5.9 	    5.5 	   37.6 	  220.3 
CB3	Grand Canyon	CB3-2:CB3-3:CB3-4:CB3-6:CB3-7:CB3-8	CB3-2a:CB3-3a:CB3-4a:CB3-6a:CB3-7a:CB3-8a	    5.6 	lt	  359.8 	   61.6 	   146 	6	6 	6 	0 	n	5.9659 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    8.6 	    6.7 	   83.3 	  246.9 
CB3	Grand Canyon	CB3-1:CB3-2:CB3-3:CB3-4:CB3-6:CB3-7:CB3-8	CB3-1a:CB3-2a:CB3-3a:CB3-4a:CB3-6a:CB3-7a:CB3-8a	    6.4 	mt	  235.3 	   45.6 	    89 	7	7 	7 	0 	t	6.9325 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    8.1 	    5.2 	   -8.1 	  200.5 
CB3	Grand Canyon	CB3-2:CB3-3:CB3-4:CB3-6:CB3-7:CB3-8	CB3-2a:CB3-3a:CB3-4a:CB3-6a:CB3-7a:CB3-8a	    5.6 	lt	    7.7 	   42.8 	   146 	6	6 	6 	0 	n	5.9657 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    6.9 	    4.3 	   76.9 	   35.6 
CB3	Grand Canyon	CB3-1:CB3-2:CB3-3:CB3-4:CB3-6:CB3-7:CB3-8	CB3-1a:CB3-2a:CB3-3a:CB3-4a:CB3-6a:CB3-7a:CB3-8a	    6.4 	mt	  253.2 	   60.3 	    89 	7	7 	7 	0 	t	6.9326 	100	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    9.7 	    7.4 	   12.3 	  200.7 
CB4	Grand Canyon	CB4-3:CB4-4:CB4-5:CB4-6:CB4-7:CB4-8	CB4-3a:CB4-4a:CB4-5a:CB4-6a:CB4-7a:CB4-8a	   11.9 	ht	  240.6 	   44.9 	    33 	6	6 	6 	0 	t	5.8468 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   15.0 	    9.5 	   -5.3 	  196.7 
CB4	Grand Canyon	CB4-2:CB4-3:CB4-4:CB4-5:CB4-6:CB4-7	CB4-2a:CB4-3a:CB4-4a:CB4-5a:CB4-6a:CB4-7a	   10.5 	lt	  355.2 	   65.4 	    42 	6	6 	6 	0 	n	5.8798 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   17.0 	   13.8 	   78.0 	  232.4 
CB4	Grand Canyon	CB4-3:CB4-5:CB4-6:CB4-7	CB4-3a:CB4-5a:CB4-6a:CB4-7a	   11.8 	mht	   53.9 	  -41.1 	    62 	4	4 	4 	0 	t	3.9515 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   14.4 	    8.7 	   11.6 	   19.1 
CB4	Grand Canyon	CB4-2:CB4-4	CB4-2a:CB4-4a	    9.2 	mt	  239.3 	   56.7 	   733 	2	2 	2 	0 	t	1.9986 	0	36.1	-111.8		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   13.3 	    9.7 	    1.6 	  205.0 
