tab	samples
analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
	46.0	0.0	12.8	409.6	This study	-83.0			0		SO-CMD-NORTH	CB6-5	CB6
	37.0	0.0	12.8	409.6	This study	-43.0			0		SO-CMD-NORTH	CB6-6	CB6
	-89.0	0.0	12.8	409.6	This study	-63.0			0		SO-CMD-NORTH	CB6-7	CB6
	194.0	0.0	12.8	409.6	This study	-11.0			0		SO-CMD-NORTH	CB6-8	CB6
	204.0	0.0	12.8	409.6	This study	-21.0			0		SO-CMD-NORTH	CB7-1	CB7
	230.0	0.0	12.8	409.6	This study	-17.0			0		SO-CMD-NORTH	CB7-2	CB7
	145.0	0.0	12.8	409.6	This study	-22.0			0		SO-CMD-NORTH	CB7-3	CB7
	215.0	0.0	12.8	409.6	This study	-24.0			0		SO-CMD-NORTH	CB7-4	CB7
	215.0	0.0	12.8	409.6	This study	-70.0			0		SO-CMD-NORTH	CB7-5	CB7
	7.0	0.0	12.8	409.6	This study	-79.0			0		SO-CMD-NORTH	CB7-6	CB7
	267.0	0.0	12.8	409.6	This study	-73.0			0		SO-CMD-NORTH	CB7-7	CB7
	-66.0	0.0	12.8	409.6	This study	-92.0			0		SO-CMD-NORTH	CB7-8	CB7
	221.0	0.0	10.4	364.8	This study	-10.0			0		SO-CMD-NORTH	CB8-1	CB8
	196.0	0.0	10.4	364.8	This study	-18.0			0		SO-CMD-NORTH	CB8-2	CB8
	-38.0	0.0	10.4	364.8	This study	-83.0			0		SO-CMD-NORTH	CB8-3	CB8
	172.0	0.0	10.4	364.8	This study	-19.0			0		SO-CMD-NORTH	CB8-4	CB8
	164.0	0.0	10.4	364.8	This study	-29.0			0		SO-CMD-NORTH	CB8-5	CB8
	185.0	0.0	10.4	364.8	This study	-20.0			0		SO-CMD-NORTH	CB8-6	CB8
	16.0	0.0	10.4	364.8	This study	-8.0			0		SO-CMD-NORTH	CB8-7	CB8
	239.0	0.0	10.4	364.8	This study	-18.0			0		SO-CMD-NORTH	CB8-8	CB8
	140.0	0.0	10.4	364.8	This study	-12.0			0		SO-CMD-NORTH	CB9-1	CB9
	-40.0	0.0	10.4	364.8	This study	-17.0			0		SO-CMD-NORTH	CB9-2	CB9
	41.0	0.0	10.4	364.8	This study	-48.0			0		SO-CMD-NORTH	CB9-3	CB9
	119.0	0.0	10.4	364.8	This study	-34.0			0		SO-CMD-NORTH	CB9-4	CB9
	159.0	0.0	10.4	364.8	This study	-3.0			0		SO-CMD-NORTH	CB9-5	CB9
	70.0	0.0	10.4	364.8	This study	-17.0			0		SO-CMD-NORTH	CB9-7	CB9
	202.0	0.0	10.4	364.8	This study	-11.0			0		SO-CMD-NORTH	CB9-8	CB9
	-89.0	0.0	10.4	364.8	This study	-51.0			0		SO-CMD-NORTH	CB9-9	CB9
	199.0	0.0	10.4	364.8	This study	-17.0			0		SO-CMD-NORTH	CB10-1	CB10
	27.0	0.0	10.4	364.8	This study	-58.0			0		SO-CMD-NORTH	CB10-2	CB10
	79.0	0.0	10.4	364.8	This study	-31.0			0		SO-CMD-NORTH	CB10-3	CB10
	183.0	0.0	10.4	364.8	This study	-39.0			0		SO-CMD-NORTH	CB10-4	CB10
	155.0	0.0	10.4	364.8	This study	-55.0			0		SO-CMD-NORTH	CB10-5	CB10
	54.0	0.0	10.4	364.8	This study	-60.0			0		SO-CMD-NORTH	CB10-6	CB10
	-60.0	0.0	10.4	364.8	This study	-16.0			0		SO-CMD-NORTH	CB10-7	CB10
	19.0	0.0	10.4	364.8	This study	-65.0			0		SO-CMD-NORTH	CB10-8	CB10
	21.0	0.0	10.4	364.8	This study	-24.0			0		SO-CMD-NORTH	CB11-2	CB11
	54.0	0.0	10.4	364.8	This study	-51.0			0		SO-CMD-NORTH	CB11-4	CB11
	246.0	0.0	10.4	364.8	This study	-68.0			0		SO-CMD-NORTH	CB11-5	CB11
	-81.0	0.0	10.4	364.8	This study	-38.0			0		SO-CMD-NORTH	CB11-6	CB11
	256.0	0.0	10.4	364.8	This study	-8.0			0		SO-CMD-NORTH	CB11-7	CB11
	200.0	0.0	10.4	364.8	This study	-11.0			0		SO-CMD-NORTH	CB11-8	CB11
	209.0	0.0	10.4	364.8	This study	-9.0			0		SO-CMD-NORTH	CB12-1	CB12
	189.0	0.0	10.4	364.8	This study	-18.0			0		SO-CMD-NORTH	CB12-2	CB12
	20.0	0.0	10.4	364.8	This study	-92.0			0		SO-CMD-NORTH	CB12-3	CB12
	174.0	0.0	10.4	364.8	This study	-1.0			0		SO-CMD-NORTH	CB12-4	CB12
	0.0	0.0	10.4	364.8	This study	-70.0			0		SO-CMD-NORTH	CB12-5	CB12
	207.0	0.0	10.4	364.8	This study	-106.0			0		SO-CMD-NORTH	CB12-6	CB12
	256.0	0.0	10.4	364.8	This study	-5.0			0		SO-CMD-NORTH	CB12-7	CB12
	126.0	0.0	10.4	364.8	This study	-8.0			0		SO-CMD-NORTH	CB12-8	CB12
	11.0	0.0	10.4	364.8	This study	-69.0			0		SO-CMD-NORTH	CB13-1	CB13
	-73.0	0.0	10.4	364.8	This study	-60.0			0		SO-CMD-NORTH	CB13-2	CB13
	168.0	0.0	10.4	364.8	This study	-25.0			0		SO-CMD-NORTH	CB13-3	CB13
	253.0	0.0	10.4	364.8	This study	-34.0			0		SO-CMD-NORTH	CB13-4	CB13
	122.0	0.0	10.4	364.8	This study	-28.0			0		SO-CMD-NORTH	CB13-5	CB13
	103.0	0.0	10.4	364.8	This study	-55.0			0		SO-CMD-NORTH	CB13-6	CB13
	126.0	0.0	10.4	364.8	This study	-60.0			0		SO-CMD-NORTH	CB13-7	CB13
	-16.0	0.0	10.4	364.8	This study	-4.0			0		SO-CMD-NORTH	CB14-1	CB14
	190.0	0.0	10.4	364.8	This study	-5.0			0		SO-CMD-NORTH	CB14-2	CB14
	218.0	0.0	10.4	364.8	This study	-22.0			0		SO-CMD-NORTH	CB14-3	CB14
	19.0	0.0	10.4	364.8	This study	-9.0			0		SO-CMD-NORTH	CB14-4	CB14
	-90.0	0.0	10.4	364.8	This study	-11.0			0		SO-CMD-NORTH	CB14-5	CB14
	-66.0	0.0	10.4	364.8	This study	-5.0			0		SO-CMD-NORTH	CB14-6	CB14
	224.0	0.0	10.4	364.8	This study	-11.0			0		SO-CMD-NORTH	CB14-7	CB14
	180.0	0.0	10.4	364.8	This study	-10.0			0		SO-CMD-NORTH	CB14-8	CB14
	-74.0	0.0	10.4	364.8	This study	-16.0			0		SO-CMD-NORTH	CB15-1	CB15
	-38.0	0.0	10.4	364.8	This study	-74.0			0		SO-CMD-NORTH	CB15-2	CB15
	224.0	0.0	10.4	364.8	This study	-8.0			0		SO-CMD-NORTH	CB15-3	CB15
	88.0	0.0	10.4	364.8	This study	-43.0			0		SO-CMD-NORTH	CB15-4	CB15
	69.0	0.0	10.4	364.8	This study	-96.0			0		SO-CMD-NORTH	CB15-5	CB15
	80.0	0.0	10.4	364.8	This study	-63.0			0		SO-CMD-NORTH	CB15-6	CB15
	43.0	0.0	10.4	364.8	This study	-50.0			0		SO-CMD-NORTH	CB16-1	CB16
	-78.0	0.0	10.4	364.8	This study	-79.0			0		SO-CMD-NORTH	CB16-2	CB16
	181.0	0.0	10.4	364.8	This study	-12.0			0		SO-CMD-NORTH	CB16-3	CB16
	194.0	0.0	10.4	364.8	This study	-16.0			0		SO-CMD-NORTH	CB16-4	CB16
	180.0	0.0	10.4	364.8	This study	-18.0			0		SO-CMD-NORTH	CB16-5	CB16
	182.0	0.0	10.4	364.8	This study	-29.0			0		SO-CMD-NORTH	CB16-6	CB16
	-8.0	0.0	10.4	364.8	This study	-17.0			0		SO-CMD-NORTH	CB16-7	CB16
	112.0	0.0	10.4	364.8	This study	-77.0			0		SO-CMD-NORTH	CB16-8	CB16
	94.0	0.0	10.4	364.8	This study	-80.0			0		SO-CMD-NORTH	CB17-1	CB17
	61.0	0.0	10.4	364.8	This study	-74.0			0		SO-CMD-NORTH	CB17-2	CB17
	-47.0	0.0	10.4	364.8	This study	-60.0			0		SO-CMD-NORTH	CB17-3	CB17
	-27.0	0.0	10.4	364.8	This study	-26.0			0		SO-CMD-NORTH	CB17-4	CB17
	171.0	0.0	10.4	364.8	This study	-8.0			0		SO-CMD-NORTH	CB17-5	CB17
	113.0	0.0	10.4	364.8	This study	-80.0			0		SO-CMD-NORTH	CB17-6	CB17
	172.0	0.0	10.4	364.8	This study	-7.0			0		SO-CMD-NORTH	CB17-7	CB17
	-64.0	0.0	10.4	364.8	This study	-55.0			0		SO-CMD-NORTH	CB17-8	CB17
	-90.0	0.0	10.4	364.8	This study	-37.0			0		SO-CMD-NORTH	CB18-1	CB18
	252.0	0.0	10.4	364.8	This study	-9.0			0		SO-CMD-NORTH	CB18-2	CB18
	-70.0	0.0	10.4	364.8	This study	-108.0			0		SO-CMD-NORTH	CB18-3	CB18
	179.0	0.0	10.4	364.8	This study	-8.0			0		SO-CMD-NORTH	CB18-4	CB18
	-82.0	0.0	10.4	364.8	This study	-21.0			0		SO-CMD-NORTH	CB18-5	CB18
	261.0	0.0	10.4	364.8	This study	-18.0			0		SO-CMD-NORTH	CB18-6	CB18
	-51.0	0.0	10.4	364.8	This study	-17.0			0		SO-CMD-NORTH	CB18-7	CB18
	-64.0	0.0	10.4	364.8	This study	-107.0			0		SO-CMD-NORTH	CB18-8	CB18
