tab	samples
analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
	209.0	0.0	14.0	375.5	This study	-18.0			0		SO-CMD-NORTH	UI1-1	UI1
	30.0	0.0	14.0	375.5	This study	-79.0			0		SO-CMD-NORTH	UI1-2	UI1
	255.0	0.0	14.0	375.5	This study	-11.0			0		SO-CMD-NORTH	UI1-3	UI1
	213.0	0.0	14.0	375.5	This study	-25.0			0		SO-CMD-NORTH	UI1-4	UI1
	244.0	0.0	14.0	375.5	This study	-16.0			0		SO-CMD-NORTH	UI1-5	UI1
	1.0	0.0	14.0	375.5	This study	-65.0			0		SO-CMD-NORTH	UI1-6	UI1
	195.0	0.0	14.0	375.5	This study	-109.0			0		SO-CMD-NORTH	UI1-7	UI1
	190.0	0.0	14.0	375.5	This study	-106.0			0		SO-CMD-NORTH	UI1-8	UI1
	-20.0	0.0	23.9	325.4	This study	-56.0			0		SO-CMD-NORTH	UI2-1	UI2
	161.0	0.0	23.9	325.4	This study	-51.0			0		SO-CMD-NORTH	UI2-2	UI2
	25.0	0.0	23.9	325.4	This study	-15.0			0		SO-CMD-NORTH	UI2-3	UI2
	124.0	0.0	23.9	325.4	This study	-38.0			0		SO-CMD-NORTH	UI2-4	UI2
	156.0	0.0	23.9	325.4	This study	-20.0			0		SO-CMD-NORTH	UI2-5	UI2
	164.0	0.0	23.9	325.4	This study	-63.0			0		SO-CMD-NORTH	UI2-6	UI2
	200.0	0.0	23.9	325.4	This study	-31.0			0		SO-CMD-NORTH	UI2-7	UI2
	-48.0	0.0	23.9	325.4	This study	-31.0			0		SO-CMD-NORTH	UI2-8	UI2
	232.0	0.0	11.3	442.8	This study	-20.0			0		SO-CMD-NORTH	UI3-1	UI3
	-30.0	0.0	11.3	442.8	This study	-79.0			0		SO-CMD-NORTH	UI3-2	UI3
	-55.0	0.0	11.3	442.8	This study	-11.0			0		SO-CMD-NORTH	UI3-3	UI3
	-85.0	0.0	11.3	442.8	This study	-8.0			0		SO-CMD-NORTH	UI3-4	UI3
	252.0	0.0	11.3	442.8	This study	-9.0			0		SO-CMD-NORTH	UI3-5	UI3
	20.0	0.0	11.3	442.8	This study	-7.0			0		SO-CMD-NORTH	UI3-6	UI3
	-29.0	0.0	11.3	442.8	This study	-77.0			0		SO-CMD-NORTH	UI3-7	UI3
	-82.0	0.0	11.3	442.8	This study	-12.0			0		SO-CMD-NORTH	UI3-8	UI3
	252.0	0.0	28.7	390.6	This study	-30.0			0		SO-CMD-NORTH	UI4-1	UI4
	207.0	0.0	28.7	390.6	This study	-49.0			0		SO-CMD-NORTH	UI4-2	UI4
	193.0	0.0	28.7	390.6	This study	-43.0			0		SO-CMD-NORTH	UI4-3	UI4
	256.0	0.0	28.7	390.6	This study	-42.0			0		SO-CMD-NORTH	UI4-4	UI4
	244.0	0.0	28.7	390.6	This study	-41.0			0		SO-CMD-NORTH	UI4-5	UI4
	236.0	0.0	28.7	390.6	This study	-15.0			0		SO-CMD-NORTH	UI4-7	UI4
	221.0	0.0	28.7	390.6	This study	-42.0			0		SO-CMD-NORTH	UI4-8	UI4
	155.0	0.0	12.0	408.7	This study	-96.0			0		SO-CMD-NORTH	UI5-1	UI5
	-36.0	0.0	12.0	408.7	This study	-82.0			0		SO-CMD-NORTH	UI5-2	UI5
	60.0	0.0	12.0	408.7	This study	-79.0			0		SO-CMD-NORTH	UI5-3	UI5
	180.0	0.0	12.0	408.7	This study	-31.0			0		SO-CMD-NORTH	UI5-4	UI5
	90.0	0.0	12.0	408.7	This study	-73.0			0		SO-CMD-NORTH	UI5-5	UI5
	25.0	0.0	12.0	408.7	This study	-73.0			0		SO-CMD-NORTH	UI5-6	UI5
	201.0	0.0	12.0	408.7	This study	-18.0			0		SO-CMD-NORTH	UI5-7	UI5
	-15.0	0.0	12.0	408.7	This study	-88.0			0		SO-CMD-NORTH	UI5-8	UI5
	127.0	0.0	10.4	364.8	This study	-8.0			0		SO-CMD-NORTH	CBS1-1	CBS1
	238.0	0.0	10.4	364.8	This study	-86.0			0		SO-CMD-NORTH	CBS1-2	CBS1
	208.0	0.0	10.4	364.8	This study	-6.0			0		SO-CMD-NORTH	CBS1-3	CBS1
	-39.0	0.0	10.4	364.8	This study	-6.0			0		SO-CMD-NORTH	CBS1-4	CBS1
	245.0	0.0	10.4	364.8	This study	-1.0			0		SO-CMD-NORTH	CBS1-5	CBS1
	146.0	0.0	10.4	364.8	This study	-2.0			0		SO-CMD-NORTH	CBS1-6	CBS1
	141.0	0.0	10.4	364.8	This study	-8.0			0		SO-CMD-NORTH	CBS1-7	CBS1
	258.0	0.0	19.7	381.7	This study	-32.0			0		SO-CMD-NORTH	CB1-1	CB1
	227.0	0.0	19.7	381.7	This study	-70.0			0		SO-CMD-NORTH	CB1-2	CB1
	198.0	0.0	19.7	381.7	This study	-39.0			0		SO-CMD-NORTH	CB1-3	CB1
	245.0	0.0	19.7	381.7	This study	-102.0			0		SO-CMD-NORTH	CB1-4	CB1
	159.0	0.0	19.7	381.7	This study	-16.0			0		SO-CMD-NORTH	CB1-5	CB1
	239.0	0.0	19.7	381.7	This study	-94.0			0		SO-CMD-NORTH	CB1-6	CB1
	252.0	0.0	19.7	381.7	This study	-80.0			0		SO-CMD-NORTH	CB1-7	CB1
	21.0	0.0	19.7	381.7	This study	-13.0			0		SO-CMD-NORTH	CB1-8	CB1
	-1.0	0.0	19.7	381.7	This study	-51.0			0		SO-CMD-NORTH	CB2-1	CB2
	-9.0	0.0	19.7	381.7	This study	-48.0			0		SO-CMD-NORTH	CB2-2	CB2
	10.0	0.0	19.7	381.7	This study	-53.0			0		SO-CMD-NORTH	CB2-3	CB2
	57.0	0.0	19.7	381.7	This study	-38.0			0		SO-CMD-NORTH	CB2-4	CB2
	246.0	0.0	19.7	381.7	This study	-79.0			0		SO-CMD-NORTH	CB2-5	CB2
	6.0	0.0	19.7	381.7	This study	-45.0			0		SO-CMD-NORTH	CB2-6	CB2
	172.0	0.0	19.7	381.7	This study	-35.0			0		SO-CMD-NORTH	CB2-7	CB2
	53.0	0.0	19.7	381.7	This study	-33.0			0		SO-CMD-NORTH	CB2-8	CB2
	-63.0	0.0	19.7	381.7	This study	-60.0			0		SO-CMD-NORTH	CB3-1	CB3
	-62.0	0.0	19.7	381.7	This study	-72.0			0		SO-CMD-NORTH	CB3-2	CB3
	177.0	0.0	19.7	381.7	This study	-16.0			0		SO-CMD-NORTH	CB3-3	CB3
	-30.0	0.0	19.7	381.7	This study	-55.0			0		SO-CMD-NORTH	CB3-4	CB3
	-21.0	0.0	19.7	381.7	This study	-77.0			0		SO-CMD-NORTH	CB3-6	CB3
	-82.0	0.0	19.7	381.7	This study	-48.0			0		SO-CMD-NORTH	CB3-7	CB3
	196.0	0.0	19.7	381.7	This study	-25.0			0		SO-CMD-NORTH	CB3-8	CB3
	128.0	0.0	19.7	381.7	This study	-52.0			0		SO-CMD-NORTH	CB4-2	CB4
	231.0	0.0	19.7	381.7	This study	-44.0			0		SO-CMD-NORTH	CB4-3	CB4
	248.0	0.0	19.7	381.7	This study	-89.0			0		SO-CMD-NORTH	CB4-4	CB4
	198.0	0.0	19.7	381.7	This study	-15.0			0		SO-CMD-NORTH	CB4-5	CB4
	134.0	0.0	19.7	381.7	This study	-80.0			0		SO-CMD-NORTH	CB4-6	CB4
	108.0	0.0	19.7	381.7	This study	-62.0			0		SO-CMD-NORTH	CB4-7	CB4
	210.0	0.0	19.7	381.7	This study	-79.0			0		SO-CMD-NORTH	CB4-8	CB4
	87.0	0.0	19.7	381.7	This study	-49.0			0		SO-CMD-NORTH	CB5-1	CB5
	74.0	0.0	19.7	381.7	This study	-62.0			0		SO-CMD-NORTH	CB5-2	CB5
	197.0	0.0	19.7	381.7	This study	-71.0			0		SO-CMD-NORTH	CB5-3	CB5
	0.0	0.0	19.7	381.7	This study	-51.0			0		SO-CMD-NORTH	CB5-4	CB5
	141.0	0.0	19.7	381.7	This study	-49.0			0		SO-CMD-NORTH	CB5-5	CB5
	66.0	0.0	19.7	381.7	This study	-6.0			0		SO-CMD-NORTH	CB5-6	CB5
	52.0	0.0	19.7	381.7	This study	-35.0			0		SO-CMD-NORTH	CB5-7	CB5
	38.0	0.0	19.7	381.7	This study	-29.0			0		SO-CMD-NORTH	CB5-8	CB5
	236.0	0.0	19.7	381.7	This study	-15.0			0		SO-CMD-NORTH	CB5-9	CB5
	-32.0	0.0	12.8	409.6	This study	-4.0			0		SO-CMD-NORTH	CB6-1	CB6
	194.0	0.0	12.8	409.6	This study	-10.0			0		SO-CMD-NORTH	CB6-2	CB6
	6.0	0.0	12.8	409.6	This study	-65.0			0		SO-CMD-NORTH	CB6-3	CB6
	266.0	0.0	12.8	409.6	This study	-44.0			0		SO-CMD-NORTH	CB6-4	CB6
